,song_name,artist,url,track_id,description,listen_in_non_stress_regulating_setting,lyrics_is_a_important_part,response_id,strategy
676,biznes ,jan-rapowanie,https://open.spotify.com/track/4cI4UJf0z14rwM4IYlwVFF,4cI4UJf0z14rwM4IYlwVFF,,Yes,Yes,R_20rEsSW9Ovvo74J,mental_work
634,Mascara,Deftones,https://open.spotify.com/track/4cLdpErILMO8Db8pQVAVcZ,4cLdpErILMO8Db8pQVAVcZ,,,,R_8jQb1p8fPposCOe,discharge
17,Undercover,Susanne Sundfør,https://open.spotify.com/track/4cgmk2owigBlmlV4KsqRNs,4cgmk2owigBlmlV4KsqRNs,,Yes,Yes,R_2EnIdAMa8NYSXqV,strong_sensation
240,Clara Bow,Taylor Swift ,https://open.spotify.com/track/4d9PtIEVij9jW5OaLinH66,4d9PtIEVij9jW5OaLinH66,This song has a repetitive beat to it so it kind of helps get out of the loop of thoughts created by the stressful situation and keep my mind occupied on it.,Yes,Yes,R_2oEDEWFXn3Qfhnk,mental_work
150,The Fly,Cosmo Sheldrake,https://open.spotify.com/track/4dR54KvpsWuz5MLS71Ebp8,4dR54KvpsWuz5MLS71Ebp8,"there's a satisfying feel to the production which helps me feel grounded, and the fantastical lyrics help me feel free from the banalities of everyday life",Yes,Yes,R_2U4TKFDTdWQOdSq,diversion
108,Love my way,The Phsychadelic Furs,https://open.spotify.com/track/4dk40nfaQav6b4ZsJ9OYUo,4dk40nfaQav6b4ZsJ9OYUo,,Yes,,R_2HOcWQ0Ao3rvWQl,entertainment
165,Electric Touch,"Taylor Swift, Fall Out Boy ",https://open.spotify.com/track/4e3ZNTAV6PCrdYMUrUlMpQ,4e3ZNTAV6PCrdYMUrUlMpQ,Any Taylor Song makes me distracted,Yes,No,R_2oEDEWFXn3Qfhnk,diversion
803,I don’t wanna be me,Type O Negative,https://open.spotify.com/track/4eGHEHqoDMMejzPhRFTc7p,4eGHEHqoDMMejzPhRFTc7p,,Yes,Yes,R_2tck6sPLJviBT1R,"[('mental_work', 1), ('solace', 1)]"
701,I Don’t Wanna be Me,Type O Negative,https://open.spotify.com/track/4eGHEHqoDMMejzPhRFTc7p,4eGHEHqoDMMejzPhRFTc7p,,Yes,Yes,R_2tck6sPLJviBT1R,"[('mental_work', 1), ('solace', 1)]"
513,Sick,James Ivy,https://open.spotify.com/track/4ecd0cW6AhPObzXIDSYurX,4ecd0cW6AhPObzXIDSYurX,,No,Yes,R_8EhUjQrkmBRTASs,discharge
410,KETAMIN,YAKARY,https://open.spotify.com/track/4evyMjgTKhrBfggfxFRAKr,4evyMjgTKhrBfggfxFRAKr,,Yes,No,R_8PsV7EzuWKsJiKd,diversion
75,You Only Live Once,The Strokes,https://open.spotify.com/track/4fPBB44eDH71YohayI4eKV,4fPBB44eDH71YohayI4eKV,Lyrics,Yes,Yes,R_2cD4oWRk402VtjH,entertainment
602,The last of the Starks ,Ramin Djawadi,https://open.spotify.com/track/4fXqpIzgHDBhylBBOLOKVX,4fXqpIzgHDBhylBBOLOKVX,It’s just beautiful,Yes,There are no lyrics,R_8l46mlZGFZsyKeB,discharge
103,Plainsong,The Cure,https://open.spotify.com/track/4gcfxHL1iRgP0RHCDYMNIo,4gcfxHL1iRgP0RHCDYMNIo,"The synths and guitar always give me a strong sense of melancholia, and it makes me reflect on a lot of things",Yes,Yes,R_2wNy3hFkKdHM4D0,strong_sensation
98,Drinking Song for the Socially Anxious,The Amazing Devil,https://open.spotify.com/track/4gyCAjlJc23N510msOtq3U,4gyCAjlJc23N510msOtq3U,,Yes,Yes,R_2VQ2AZgtTitN9SY,entertainment
736,Slice of Life,Su Lee,https://open.spotify.com/track/4hAkESdkRqFfAp2oF8Ci25,4hAkESdkRqFfAp2oF8Ci25,I can relate to the lyrics.,,,R_88HQeKMOYExgqkB,solace
567,Take it easy for me stranger,Good morning,https://open.spotify.com/track/4he062kVnOVjhTffzrUxNf,4he062kVnOVjhTffzrUxNf,Slowbeat but comforting,Yes,Yes,R_8ZTYiKxXbBb081e,discharge
85,Pocketful of Sunshine ,Natasha Bedingfield,https://open.spotify.com/track/4hjuUelurEBKlqpJPJ77Iw,4hjuUelurEBKlqpJPJ77Iw,Just a fun song,Yes,Yes,R_2oEDEWFXn3Qfhnk,"[('revival', 2)]"
96,pocket full of sunshine,natasha Bedingfield,https://open.spotify.com/track/4hjuUelurEBKlqpJPJ77Iw,4hjuUelurEBKlqpJPJ77Iw,upbeat,Yes,Yes,R_8HY1QG4yHOHpN5L,"[('revival', 2)]"
237,"You are here, pt 1- relax soundscape","Novo Amor, Endel",https://open.spotify.com/track/4igVGMpq7gYFnihmEu0YNo,4igVGMpq7gYFnihmEu0YNo,,No,There are no lyrics,R_2xOG8RwWS4NZPnb,mental_work
299,Dancing Barefoot,Patti Smith,https://open.spotify.com/track/4kPSjEg8u1U4pg2dHHMmtf,4kPSjEg8u1U4pg2dHHMmtf,"Powerful song, nice music",Yes,Yes,R_2p9wWWpkx5peG4N,strong_sensation
116,You belong with me,Taylor Swift,https://open.spotify.com/track/4kgTdThcDHfuDS2kKxB7Lc,4kgTdThcDHfuDS2kKxB7Lc,,Yes,Yes,R_2HFaNp6YCRpC6NX,entertainment
611,Golha,Farid Farjad,https://open.spotify.com/track/4l2TWOiy4jghhP2Z9Atscr,4l2TWOiy4jghhP2Z9Atscr,,No,There are no lyrics,R_8PsV7EzuWKsJiKd,discharge
439,No Introduction,Dr. Fresch,https://open.spotify.com/track/4lA4BffpqWGKF05R3j5zX4,4lA4BffpqWGKF05R3j5zX4,,Yes,No,R_8PsV7EzuWKsJiKd,diversion
171,Writing's on the wall,ROLE MODEL,https://open.spotify.com/track/4mDTqEqt0QHQFPNkz8eHjr,4mDTqEqt0QHQFPNkz8eHjr,,Yes,No,R_2xOG8RwWS4NZPnb,diversion
207,you’re gonna go far,Noah Kahan,https://open.spotify.com/track/4nHJcUtNSUVjXRnjdP29Bk,4nHJcUtNSUVjXRnjdP29Bk,This song is highly emotional and makes me cry which helps me feel like the stress is gone,No,Yes,R_2oEDEWFXn3Qfhnk,discharge
618,1969,The Stooges,https://open.spotify.com/track/4nJCE9UyNXhuERnSX8YgSH,4nJCE9UyNXhuERnSX8YgSH,,Yes,,R_8hGFpDjCoJ3Imuh,discharge
529,Silver Springs,Fleetwood Mac,https://open.spotify.com/track/4nZi6XNe36Ut4Nij3IQ1yC,4nZi6XNe36Ut4Nij3IQ1yC,,Yes,Yes,R_2q7KRMeEj2Ki93e,"[('discharge', 1), ('mental_work', 1)]"
223,Silver Springs - 2004 Remaster,Fleetwood Mac,https://open.spotify.com/track/4nZi6XNe36Ut4Nij3IQ1yC,4nZi6XNe36Ut4Nij3IQ1yC,"The vibe it gives and also the lyrics with the whole melody gives me calming sensation, feeling that I cant even describe, it makes me overall just happy.",Yes,Yes,R_2zZwYOsilY4jRsz,"[('discharge', 1), ('mental_work', 1)]"
161,Thunderbird,C418,https://open.spotify.com/track/4pNXn7khfAbW2uwrT2xV8f,4pNXn7khfAbW2uwrT2xV8f,the repetitive beat has a meditative quality,Yes,There are no lyrics,R_2U4TKFDTdWQOdSq,diversion
26,Jumpin' Jumpin',Destiny's Child,https://open.spotify.com/track/4pmc2AxSEq6g7hPVlJCPyP,4pmc2AxSEq6g7hPVlJCPyP,,Yes,Yes,R_8VqM9C6HA45xC9p,entertainment
42,No Make Up,Zion.T,https://open.spotify.com/track/4ppKRxity3jJd2hGoVyD4u,4ppKRxity3jJd2hGoVyD4u,h,Yes,No,R_2LXRHlBulGggcW0,entertainment
577,Voila,Emma Kok,https://open.spotify.com/track/4pqwGuGu34g8KtfN8LDGZm,4pqwGuGu34g8KtfN8LDGZm,,Yes,No,R_2TD9GoZ1onZyXu1,discharge
767,I can do it with a broken heart,Taylor Swift,https://open.spotify.com/track/4q5YezDOIPcoLr8R81x9qy,4q5YezDOIPcoLr8R81x9qy,"A song that hypes me up and reminds me that no matter what happens to me, I should not allow myself to be knocked down, I must prevail.",Yes,Yes,R_2HRoAD9L1WNTCiF,solace
298,Rachmaninoff Piano Concerto No.2 2nd Movement,Rachmaninoff,https://open.spotify.com/track/4rrrn8OLrttq7r9RgNXalU,4rrrn8OLrttq7r9RgNXalU,"Extremely moving, replaces negative emotion with positive",Yes,There are no lyrics,R_2UcZTsu7Ha6wjkd,strong_sensation
77,warm,dre'es ft. mia,https://open.spotify.com/track/4rxD9Ar3OlsgGOnblWUKqr,4rxD9Ar3OlsgGOnblWUKqr,,Yes,Yes,R_837aAI9nePo1QDT,entertainment
78,Big poe,Tyler the creator,https://open.spotify.com/track/4sLvxpKLvagQ4lZHUpymza,4sLvxpKLvagQ4lZHUpymza,,,,R_8rid6Aiv4sOl6JB,entertainment
238,the water,"John Flynn, Laura Marling",https://open.spotify.com/track/4sfxlJnfTMhlLjhbuRJtqm,4sfxlJnfTMhlLjhbuRJtqm,,Yes,Yes,R_8HY1QG4yHOHpN5L,mental_work
356,I did something bad,Taylor Swift,https://open.spotify.com/track/4svZDCRz4cJoneBpjpx8DJ,4svZDCRz4cJoneBpjpx8DJ,,Yes,Yes,R_28Tf4yRm44ixc8J,strong_sensation
684,Iris,Pastel Ghost,https://open.spotify.com/track/4t9vB7wIKWE5jIhjcztmmd,4t9vB7wIKWE5jIhjcztmmd,,,,R_8jQb1p8fPposCOe,mental_work
127,Goodbye,Sabrina Carpenter,https://open.spotify.com/track/4tVVmShMF2PYdLqcejrsy2,4tVVmShMF2PYdLqcejrsy2,It has a joyous rhythm that makes you feel like you are cheering old people at a retirement home.,Yes,Yes,R_2HRoAD9L1WNTCiF,entertainment
36,Burn the house down,AJR,https://open.spotify.com/track/4u8Gkqyg87iGSW3hQbbnQZ,4u8Gkqyg87iGSW3hQbbnQZ,,,,R_2yvMha4rZC1Z6Ct,entertainment
501,i hate this tune,Royel Otis,https://open.spotify.com/track/4ui8xOiXNA4CCfQ1z4VcZG,4ui8xOiXNA4CCfQ1z4VcZG,,Yes,No,R_21AmFBgPw7UHYaR,diversion
415,„Only If For A Night”,Florence & the Machine,https://open.spotify.com/track/4vJAhLLHcgPeR3pQopGaIG,4vJAhLLHcgPeR3pQopGaIG,"Whenever I listen to this song I feel alive on a level where stress doesn’t seem as strong and the situation that caused it as important. I feel more alive and aware of my body, I love to dance to it.",Yes,Yes,R_8EbOmTY4KpFTsDK,diversion
41,"Saudade, Saudade",MARO,https://open.spotify.com/track/4vWsnXbf6XGVVqBTbPZaVl,4vWsnXbf6XGVVqBTbPZaVl,,Yes,No,R_2xOG8RwWS4NZPnb,entertainment
276,MIA,Katseye,https://open.spotify.com/track/4vyQ2NdodXhtMGsaaMBqSt,4vyQ2NdodXhtMGsaaMBqSt,Just catchy,Yes,No,R_2HYcwD0mQCVN8jJ,strong_sensation
700,Me,The 1975,https://open.spotify.com/track/4w0joPRhKJsrzq1euxkpZ2,4w0joPRhKJsrzq1euxkpZ2,,No,Yes,R_8PsV7EzuWKsJiKd,mental_work
146,360,Charli XCX,https://open.spotify.com/track/4w2GLmK2wnioVnb5CPQeex,4w2GLmK2wnioVnb5CPQeex,,Yes,No,R_8eLKaSUgqXjGFkl,diversion
115,Camping,"Bluey, Joff Bush",https://open.spotify.com/track/4w5LdmsuCKio1HnWIycAub,4w5LdmsuCKio1HnWIycAub,This song is just music - no lyrics and the instrumental is just slow and sad yet happy - it was played during an episode of Bluey and the whole story about it is so gut wrenching ,Yes,There are no lyrics,R_2oEDEWFXn3Qfhnk,strong_sensation
125,„Close To Me”,The Cure,https://open.spotify.com/track/4xiyq1iRdsxuU1BPUJ490Z,4xiyq1iRdsxuU1BPUJ490Z,,Yes,No,R_8EbOmTY4KpFTsDK,entertainment
142,Paper Rings ,Taylor Swift ,https://open.spotify.com/track/4y5bvROuBDPr5fuwXbIBZR,4y5bvROuBDPr5fuwXbIBZR,Any Taylor Song makes me distracted,Yes,No,R_2oEDEWFXn3Qfhnk,diversion
39,Mother Of Pearl,Roxy Music,https://open.spotify.com/track/4yDPUrGef0gWT4LSS13lwy,4yDPUrGef0gWT4LSS13lwy,"Artsy song with poetic lyrics, again I focus on the song",Yes,Yes,R_2p9wWWpkx5peG4N,entertainment
144,Uit het Hoofd ,Acda en de munnik,https://open.spotify.com/track/4yrlskNS17PyYK6E8ynXNS,4yrlskNS17PyYK6E8ynXNS,Music I know really well and can sing along to  is great,Yes,Yes,R_81gjW2Qe56Wo6Ye,diversion
152,Why can't I be you,The cure,https://open.spotify.com/track/4yvLuzn3JWfasEnHFVBbdM,4yvLuzn3JWfasEnHFVBbdM,I can dream this song and I love singing along with it,,,R_8ZTYiKxXbBb081e,entertainment
2,Soaked,BENEE,https://open.spotify.com/track/4zIiarkbaDt2cm6sukb1Xt,4zIiarkbaDt2cm6sukb1Xt,,Yes,No,R_2EnIdAMa8NYSXqV,entertainment
12,Lalala,"Y2K, bbno$",https://open.spotify.com/track/51Fjme0JiitpyXKuyQiCDo,51Fjme0JiitpyXKuyQiCDo,,Yes,No,R_8XnyWMaJIcOY96C,entertainment
218,All hail me ,Veruca Salt,https://open.spotify.com/track/51osJ25V5AGT6OfJOkoUr2,51osJ25V5AGT6OfJOkoUr2,,Yes,Yes,R_2zZwYOsilY4jRsz,discharge
630,"I Love You, I'm Sorry",Gracie Abrams,https://open.spotify.com/track/51rfRCiUSvxXlCSCfIztBy,51rfRCiUSvxXlCSCfIztBy,,Yes,Yes,R_21AmFBgPw7UHYaR,discharge
788,PMA,All Time Low,https://open.spotify.com/track/52BHuLFKoBemaQ1oOPFhFZ,52BHuLFKoBemaQ1oOPFhFZ,,Yes,Yes,R_8hYa7SIXp5JaIx2,solace
560,Between the Bars,Elliott Smith,https://open.spotify.com/track/52Bg6oaos7twR7IUtEpqcE,52Bg6oaos7twR7IUtEpqcE,,Yes,Yes,R_8PsV7EzuWKsJiKd,"[('discharge', 1), ('mental_work', 1)]"
659,Behind the Bars,Eliott Smith,https://open.spotify.com/track/52Bg6oaos7twR7IUtEpqcE,52Bg6oaos7twR7IUtEpqcE,"Hearing someone else sing in a strained, but soothing voice about hardship is nice. ",Yes,Yes,R_2C7TUTBbm8SXape,"[('discharge', 1), ('mental_work', 1)]"
384,Femininomenon,Chappell Roan,https://open.spotify.com/track/53IRnAWx13PYmoVYtemUBS,53IRnAWx13PYmoVYtemUBS,,Yes,Yes,R_21AmFBgPw7UHYaR,strong_sensation
473,Cursed Romantics,Maude Latour,https://open.spotify.com/track/5492WJL5APlDdZFOjn0PxK,5492WJL5APlDdZFOjn0PxK,,Yes,No,R_8pJG7O16rICvdio,diversion
66,A Horse With No Name,America,https://open.spotify.com/track/54eZmuggBFJbV7k248bTTt,54eZmuggBFJbV7k248bTTt,,,,R_8jQb1p8fPposCOe,entertainment
63,Karma,ALMA,https://open.spotify.com/track/552ZjID6IZKuk7w89Nc0Hg,552ZjID6IZKuk7w89Nc0Hg,,Yes,No,R_8PsV7EzuWKsJiKd,entertainment
492,Cutie,COIN,https://open.spotify.com/track/555poPmhRmQWPsMDGwkifG,555poPmhRmQWPsMDGwkifG,,Yes,No,R_28Tf4yRm44ixc8J,diversion
58,Curse is Lifted (Club Mix),Bassvictim,https://open.spotify.com/track/55E0iwwaRXZ3cneyi9ECnp,55E0iwwaRXZ3cneyi9ECnp,Reminds me of a crazy moshpit this year were I truly felt no care ,Yes,No,R_2oS0VRFGHi3daXX,entertainment
344,Traffic lights,Lena,https://open.spotify.com/track/56IpyoLyX6sc3YKRtQKAp8,56IpyoLyX6sc3YKRtQKAp8,,,,R_2VdoBUAa69ab0h6,strong_sensation
146,Bags,Clairo,https://open.spotify.com/track/56NEihhw1BsIgBBzfvcE76,56NEihhw1BsIgBBzfvcE76,,Yes,Yes,R_2tck6sPLJviBT1R,entertainment
275,By Starlight,Smashing Pumpkins,https://open.spotify.com/track/56z8HT2VyKL2nTg0Q3URPb,56z8HT2VyKL2nTg0Q3URPb,,Yes,Yes,R_8EhUjQrkmBRTASs,strong_sensation
126,Let there be love,Oasis,https://open.spotify.com/track/570oJcBwoLGZz95xTNa0JB,570oJcBwoLGZz95xTNa0JB,,Yes,Yes,R_263ifr5Fzi1g7g5,entertainment
234,Deceptacon,Le Tigre,https://open.spotify.com/track/5773KSWFzg9kCc8yazjbSt,5773KSWFzg9kCc8yazjbSt,"Very energizing, I like the lyrics",Yes,Yes,R_2p9wWWpkx5peG4N,"[('discharge', 1), ('revival', 1)]"
527,Deceptacon ,Le Tigre,https://open.spotify.com/track/5773KSWFzg9kCc8yazjbSt,5773KSWFzg9kCc8yazjbSt,,Yes,No,R_8YnBr5pfVh9hzzu,"[('discharge', 1), ('revival', 1)]"
583,Thunderstruck,AC/DC,https://open.spotify.com/track/57bgtoPSgt236HzfBOd8kj,57bgtoPSgt236HzfBOd8kj,,Yes,No,R_8YnBr5pfVh9hzzu,discharge
601,Brutus,The Buttress,https://open.spotify.com/track/57gfWnvoMmnXBdghubxWrg,57gfWnvoMmnXBdghubxWrg,,No,Yes,R_2e9qeeiYw9MaePm,discharge
378,Bitter sweet symphony ,The verve,https://open.spotify.com/track/57iDDD9N9tTWe75x6qhStw,57iDDD9N9tTWe75x6qhStw,,Yes,Yes,R_8l46mlZGFZsyKeB,strong_sensation
149,What's Inside,Jessie Mueller,https://open.spotify.com/track/57y6Ioqgkt6Jk5kmj3CtIC,57y6Ioqgkt6Jk5kmj3CtIC,,Yes,Yes,R_2xOG8RwWS4NZPnb,diversion
712,"Ses, Op. 40b",Fazıl Say,https://open.spotify.com/track/5835kf2BVOp6QTyP5mfACc,5835kf2BVOp6QTyP5mfACc,,Yes,There are no lyrics,R_8PsV7EzuWKsJiKd,mental_work
266,Rock you like a hurricane ,Scorpions,https://open.spotify.com/track/58dBJivB6lbAY5irCuAxJX,58dBJivB6lbAY5irCuAxJX,,Yes,No,R_263ifr5Fzi1g7g5,revival
9,You spent all your love,Mega Mango,https://open.spotify.com/track/58i5wpN3tZUjHv5qHIAmus,58i5wpN3tZUjHv5qHIAmus,,Yes,,R_2HOcWQ0Ao3rvWQl,entertainment
716,Last Kiss,Taylor Swift,https://open.spotify.com/track/59KOoHFcw5XfICnO57holu,59KOoHFcw5XfICnO57holu,"A slow song that gets me to get in contact with my feelings, usually helps me ground myself, and reflect, usually cry too, which always reduces my stress by the end.",Yes,Yes,R_2HRoAD9L1WNTCiF,mental_work
80,Prada ,RAYE ,https://open.spotify.com/track/59NraMJsLaMCVtwXTSia8i,59NraMJsLaMCVtwXTSia8i,,,,R_8PbUFpCdBq8pYqu,revival
426,Dreamer,TOMORROW X TOGETHER,https://open.spotify.com/track/59ScHwQ4PP0TRTJgG07PAW,59ScHwQ4PP0TRTJgG07PAW,This song makes me feel seen and gives me hope.,,,R_88HQeKMOYExgqkB,diversion
1,Sweet Boy,Malcom Todd,https://open.spotify.com/track/59c2xv2kMzYM6HR9oY6BIa,59c2xv2kMzYM6HR9oY6BIa,Catchy melody- makes me want to dance!,Yes,No,R_8wt2bq6XlrxNtUi,entertainment
57,stick of gum,nemahsis,https://open.spotify.com/track/5Av99i2cutN34Nyyd7Ux8U,5Av99i2cutN34Nyyd7Ux8U,,Yes,Yes,R_8cbeXQem84K93QF,entertainment
585,Teen Idle,Marina,https://open.spotify.com/track/5B8N5rPOmTVVGpuBMK2Vby,5B8N5rPOmTVVGpuBMK2Vby,,Yes,Yes,R_2q7KRMeEj2Ki93e,discharge
125,Guided Lily,Cults,https://open.spotify.com/track/5BTraQyW2Gd7IFfGn7Jtni,5BTraQyW2Gd7IFfGn7Jtni,This song just took me through one of the toughest times of my life and now it just reminds me that I’m doing better and that life gets infinitely better,No,Yes,R_2oEDEWFXn3Qfhnk,strong_sensation
688,Om,The Moody Blues,https://open.spotify.com/track/5CAmEnsH5Cqvuo6Qxh6b0D,5CAmEnsH5Cqvuo6Qxh6b0D,,Yes,No,R_2UcZTsu7Ha6wjkd,mental_work
699,Stairway To Heaven,Led Zeppelin,https://open.spotify.com/track/5CQ30WqJwcep0pYcV4AMNc,5CQ30WqJwcep0pYcV4AMNc,,Yes,No,R_8VqM9C6HA45xC9p,"[('discharge', 1), ('mental_work', 1)]"
592,Stairway to Heaven,Led Zeppelin ,https://open.spotify.com/track/5CQ30WqJwcep0pYcV4AMNc,5CQ30WqJwcep0pYcV4AMNc,,Yes,Yes,R_263ifr5Fzi1g7g5,"[('discharge', 1), ('mental_work', 1)]"
616,Traitor,Olivia Rodrigo,https://open.spotify.com/track/5CZ40GBx1sQ9agT82CLQCT,5CZ40GBx1sQ9agT82CLQCT,"At a dark time in my life, this song offered me the words I struggled to find. Today, whenever I feel stressed and feel the need to release it, play this song and allow my self to feel all the stress and scream it out every chorus.",Yes,Yes,R_2HRoAD9L1WNTCiF,discharge
727,Ingydar,Adrienne lenker,https://open.spotify.com/track/5CpH0bwau1sW8vtTBQ8Erc,5CpH0bwau1sW8vtTBQ8Erc,Some specific memories connected to it,,,R_8ZTYiKxXbBb081e,mental_work
521,PLAY DEAD! PLAY DEAD!,Vylet Pony,https://open.spotify.com/track/5D5T4WpBqeQUBI0SonuEh8,5D5T4WpBqeQUBI0SonuEh8,,No,Yes,R_2e9qeeiYw9MaePm,discharge
672,Washed up,Sharktank,https://open.spotify.com/track/5DC8a9K1q6xTIDlTOVVJt9,5DC8a9K1q6xTIDlTOVVJt9,,,,R_8rid6Aiv4sOl6JB,mental_work
396,Magic Island,TOMORROW X TOGETHER,https://open.spotify.com/track/5DcLYkS1rnSgRMfhXNvh0d,5DcLYkS1rnSgRMfhXNvh0d,"Because it's soothing, it is also distracting for me. I'd listen to this on repeat.",,,R_88HQeKMOYExgqkB,diversion
225,Two Step,Throwing Muses,https://open.spotify.com/track/5EF87hLSOIO0oV17sHa4SC,5EF87hLSOIO0oV17sHa4SC,The song is very soothing,Yes,Yes,R_2wNy3hFkKdHM4D0,mental_work
685,„What Would I Do?”,Strawberry Guy,https://open.spotify.com/track/5EJA7Rwkeuvm98CZg0XXNO,5EJA7Rwkeuvm98CZg0XXNO,This one feels like a warm blanket.,Yes,No,R_8EbOmTY4KpFTsDK,mental_work
114,Die Your Daughter,Susannah Joffe,https://open.spotify.com/track/5Ey7icpjKCGpi5oJi7VLdu,5Ey7icpjKCGpi5oJi7VLdu,,Yes,Yes,R_2zZwYOsilY4jRsz,strong_sensation
89,Per spoor,Guus Meeuwis,https://open.spotify.com/track/5FdLWxpHT56vitVh3CGiFV,5FdLWxpHT56vitVh3CGiFV,,Yes,Yes,R_2HFaNp6YCRpC6NX,entertainment
259,In The Closet,Michael Jackson,https://open.spotify.com/track/5Fy40smNxk0j5OpFMtvfaU,5Fy40smNxk0j5OpFMtvfaU,,Yes,No,R_8l46mlZGFZsyKeB,revival
642,self control,frank ocean,https://open.spotify.com/track/5GUYJTQap5F3RDQiCOJhrS,5GUYJTQap5F3RDQiCOJhrS,,Yes,Yes,R_837aAI9nePo1QDT,mental_work
522,Mystery of Love ,Sufjan Stevens ,https://open.spotify.com/track/5GbVzc6Ex5LYlLJqzRQhuy,5GbVzc6Ex5LYlLJqzRQhuy,It’s very calm,Yes,Yes,R_8l46mlZGFZsyKeB,discharge
240,JUMP,BLACKPINK,https://open.spotify.com/track/5H1sKFMzDeMtXwND3V6hRY,5H1sKFMzDeMtXwND3V6hRY,,Yes,No,R_8l46mlZGFZsyKeB,revival
680,I'm Not In Love,10cc,https://open.spotify.com/track/5HQEmiV2lKnSO6qa2fsR7x,5HQEmiV2lKnSO6qa2fsR7x,,No,Yes,R_8VqM9C6HA45xC9p,mental_work
663,Everybody's on the run,Noel Gallagher's High Flying Birds,https://open.spotify.com/track/5IfHdpuOT36g9VHmp9uceb,5IfHdpuOT36g9VHmp9uceb,,Yes,No,R_263ifr5Fzi1g7g5,mental_work
218,bad idea,Ariana Grande,https://open.spotify.com/track/5Il6Oe7lr5XM7A0cWbVQtr,5Il6Oe7lr5XM7A0cWbVQtr,,,,R_8pJG7O16rICvdio,revival
722,This Body,Cecil Opia,https://open.spotify.com/track/5JXKoDEz4VhPob9mU8DE9q,5JXKoDEz4VhPob9mU8DE9q,,,,R_2VdoBUAa69ab0h6,mental_work
57,ARE YOU OK?,Daniel Caesar,https://open.spotify.com/track/5Ji2rXNyEQfTIGz1PEkLK9,5Ji2rXNyEQfTIGz1PEkLK9,The lyrics make me feel seen.,Yes,Yes,R_8wt2bq6XlrxNtUi,solace
373,shaking body,ezra collective,https://open.spotify.com/track/5JlLOIn3FbF7SyVUuwpmjD,5JlLOIn3FbF7SyVUuwpmjD,"cheers me up, makes me want to get up and move",Yes,There are no lyrics,R_837aAI9nePo1QDT,strong_sensation
187,Liberty Belle,Fontaines DC,https://open.spotify.com/track/5K25MxmLTXCiCfZrbxkN0Z,5K25MxmLTXCiCfZrbxkN0Z,,Yes,,R_8hGFpDjCoJ3Imuh,revival
639,If I'm being honest,dodie,https://open.spotify.com/track/5K2cBicu96Pf4mrBv3Jojk,5K2cBicu96Pf4mrBv3Jojk,it is a powerful song,Yes,Yes,R_2Lp20qjXqfa7pVi,mental_work
182,Now That We Don’t Talk,Taylor Swift,https://open.spotify.com/track/5KD6AEm19QnMbfWpfoOHMl,5KD6AEm19QnMbfWpfoOHMl,Any Taylor Song makes me distracted,Yes,No,R_2oEDEWFXn3Qfhnk,diversion
210,The Stains of Time,Kit Walters,https://open.spotify.com/track/5LLhdR6qdQvAfSm2C0EYj4,5LLhdR6qdQvAfSm2C0EYj4,I imagine fighting off a bunch of baddies and being cool,Yes,No,R_8ffCN43Rw9foEIC,discharge
50,Music For a Sushi Restaurant,Harry Styles,https://open.spotify.com/track/5LYMamLv12UPbemOaTPyeV,5LYMamLv12UPbemOaTPyeV,It makes me very happy,Yes,Yes,R_2HjY4EvYzUqMJtW,entertainment
130,Only Angel,Harry Styles,https://open.spotify.com/track/5Lbsc65org0b85kNsPkluY,5Lbsc65org0b85kNsPkluY,It's energetic and makes me happy when I sing along ,Yes,Yes,R_2HjY4EvYzUqMJtW,strong_sensation
431,Happily,One Direction,https://open.spotify.com/track/5Lf9rCqReE9Ri4tZvLRLuy,5Lf9rCqReE9Ri4tZvLRLuy,,Yes,Yes,R_8TFOXwMwo2RtzTg,diversion
441,"At the Beach, In Every Life",Gigi Perez,https://open.spotify.com/track/5LfgzPHvka22FdRAxOme6m,5LfgzPHvka22FdRAxOme6m,,Yes,,R_2VQ2AZgtTitN9SY,diversion
190,"Verder, verder",Ellen ten Damme,https://open.spotify.com/track/5MiNPKOpR8Mh16Xat7I2Vi,5MiNPKOpR8Mh16Xat7I2Vi,,Yes,Yes,R_81gjW2Qe56Wo6Ye,discharge
220,Man in the moon,Coldplay,https://open.spotify.com/track/5NPe4fAhaMwcho571EJXDi,5NPe4fAhaMwcho571EJXDi,,Yes,Yes,R_8l46mlZGFZsyKeB,revival
419,Spellbound,Siouxsie and the banshees,https://open.spotify.com/track/5Ng6UbryNd3eds2zQk9MUf,5Ng6UbryNd3eds2zQk9MUf,Makes me happy,Yes,No,R_8ZTYiKxXbBb081e,diversion
13,Victory Dance,Ezra Collective,https://open.spotify.com/track/5Nu4AvrNgIx42nWGbteHLh,5Nu4AvrNgIx42nWGbteHLh,"Upbeat and jazzy, makes me want to get up and dance even if I'm tired",Yes,There are no lyrics,R_8wt2bq6XlrxNtUi,revival
112,somewhere in time,John Barry,https://open.spotify.com/track/5Nz4J5cENiF5Pxov6hqmHa,5Nz4J5cENiF5Pxov6hqmHa,,Yes,There are no lyrics,R_8HY1QG4yHOHpN5L,strong_sensation
739,Top of My School,Katherine Lynn-Rose,https://open.spotify.com/track/5OKyAO31eOeJV5qEx2lv4k,5OKyAO31eOeJV5qEx2lv4k,,Yes,Yes,R_8hYa7SIXp5JaIx2,solace
